Unnamed: 0,수험번호,지원분야,질문1_답변,질문2_답변,질문3_답변,질문4_답변,평가자수,총점,평균,직무수행 능력 (15) (15),직업기초 능력 (20) (10),직업기초 능력 (20) (10).1,항목 3,총점.1,종합평가,평가제외,직무수행 능력 (15) (15).1,직업기초 능력 (20) (10).2,직업기초 능력 (20) (10).3,핵심가치 인재상 (15) (15),총점.2,종합평가.1,평가제외.1
70,C1500048,경력(4급) 전산시스템(서울),대학교 재학 중 학과의 교과과정에 있는 과목 중 네트워크와 리눅스 기술에 관심을 가지게 되면서 해당 직무에 필요한 이론과 기술을 자세히 알고 싶었습니다. 방학이나 시간이 날 때마다 아르바이트로 학비와 네트워크 관련 강의를 듣기 위한 비용을 마련했습니다. 전문IT학원에서 제가 듣고 싶었던 네트워크 외 다른 과정을 통해 실무에서도 많이 사용하는 시스템과 기술을 학습할 수 있었습니다. 이런 경험과 노력으로 자연스럽게 사회생활에 적응할 수 있었습니다. 학교와 학원에서 배운 지식의 깊이와 실무는 확실히 차이가 있었지만 많은 도움이 되었으며 새로운 기술을 경험하고 습득하는데 적용할 수 있었습니다. 네트워크 엔지니어에서 전산시스템 담당자로 직무영역을 점점 넓히면서 다양한 시스템에 대한 이해와 기술을 경험하여 업무를 처리했습니다. 지금까지의 경험은 입사 후 전산시스템 관련 직무를 수행하는 데 있어서 정보시스템의 구성과 시스템별 역할을 빠르게 이해함으로써 직무수행에 큰 도움이 될 것이라 생각합니다.,노후 시스템 개선 사업의 전산망 관리 부분에 투입된 경험이 있습니다. 저는 혼자 서비스 운영과 시스템 업체를 상대했습니다. 사업은 주기적인 회의와 내용공유로 진행되었지만 시스템마다 선행 작업이 필요한 경우가 있었고 기존 회의 내용과는 다르게 즉흥적인 요청이 많았습니다. 회의 내용으로 구성을 변경하고 일정에 따라야 장애가 생기지 않는다고 생각했습니다. 저의 결정에 갈등이 생겼고 업체의 독단적인 작업에 장애가 발생하여 서비스가 끊기기도 했습니다. 그렇지만 혼자 발주처와 PM에게 쓴소리를 들어야 했습니다. 이를 해결하고자 작업 내용은 모두가 공유되어야 하고 누구나 회의를 제안하여 진행 순서를 변경하자고 제안했고 다른 업체들도 동의했습니다. 시간이 많이 소요되지만 모두가 갈등 없이 서비스에 대한 안정성을 유지하고 사업 완성을 위해서 필요하다고 판단했습니다. 사업은 다시 진행되었고 변경된 회의방식 덕분에 발주처와 업체에게 모두 사과를 받았으며 목표했던 대로 성공적으로 마무리할 수 있었습니다.,전산인프라 관련 장비를 담당하면서 운영중인 L4스위치라는 장비에 서버를 추가연결만 된다는 사수의 지시를 받아 전산작업을 했습니다. 단순히 연결서버를 증설하는 작업이라고 생각하여 물리적으로 연결한 후 시스템 상태를 확인했습니다. 생각과는 다르게 서버는 정상연결이 되지 않았습니다. 물리적인 문제라고 생각하여 케이블과 연결상태에 대한 활성화 설정을 했지만 마찬가지였습니다. 장애에 대해서 사수는 관심이 없었기에 유지보수업체에게 장애 증상을 설명하여 해결하려 노력했습니다. 특정모델은 라이선스에 기본적으로 활성화되는 포트가 제한되기때문에 연결에 대한 라이선스를 적용하여 활성화시켜야한다고 했습니다. 그래서 전 임시방편으로 다른 구성으로 서버를 연결하여 서비스를 정상화했습니다. 이후 라이선스 추가 적용하였고 목표구성으로 변경하여 문제가 없도록 마무리했습니다. 사수의 지시만 생각하지 않고 장비의 기본 동작과 특성을 확인하여 장애가 생기지 않도록 유지보수사와 논의하며 충돌없이 작업을 진행하였습니다.,소통인 부분에서 저의 부족함을 느끼고 있습니다. 지금까지 전산 관련 업무를 맡아 수행해 오면서 많은 업체와 직원들과 협업하였고 성공적으로 일을 처리해 왔습니다. 이를 통해 다양한 기관의 시스템도 개선하여 많은 신뢰를 얻었습니다. 하지만 최근에 근무했던 조직에서는 다양한 문제로 인하여 시스템 개선에 대한 문제를 해결하지 못한 경우가 있었습니다. 조직의 힘으로 문제를 해결하려 했지만 힘든 상황이었고 혼자 시스템을 개선하기에는 한계가 있었습니다. 이런 상황이 반복되지 않도록 소통하여 제가 맡은 업무를 꼭 수행하고자 합니다. 부서와 고민하고 임원분들에게도 전산시스템 관련 사업의 필요성을 이해시켜 드리며 추후에 문제가 발생하지 않도록 하고 싶습니다. 전산시스템도 많은 예산과 시간이 필요하지만 중요하다고 생각합니다. 소통 능력을 개선하고 공사에 전산시스템을 주기적으로 관리한다면 다양한 문제를 대비하고 임직원과 공사 관련 서비스 사용자분들께 안정성과 편리함을 보장해 드릴 수 있다고 생각합니다.,2,64,32.0,9,6,6,9,30,,,9,8,8,9,34,다양한 경험을 통해 지원하는 분야의 업무 능력 관련 측면에서는 문제가 없을 것이라 사료됨.,
71,C1500092,경력(4급) 전산시스템(서울),"[ERP 시스템과 공공 IT 경험을 통한 현업 소통의 중요성]2019년부터 공공 IT 시스템을 설계/개발/유지관리하며 대규모 공공 IT 개발 역량을 키웠습니다. 전자정부 프레임워크 기반의 시스템을 운영하며 홈페이지 고도화 사업, 인사급여, 회계예산 등 ERP 시스템을 직접 수행하였습니다. 그 과정에서 윈도, 리눅스 기반의 개발/운영 서버, BATCH 프로그램 관리하였고, ORACLE 기반의 DB 프러시저 및 트리거, 트랜잭션 관리, 데이터 마이그레이션 작업등을 수행하며 IT 역량을 배양했습니다.4년 동안 ERP 업무를 수행하며, 현업 담당자와 소통할 일이 많았습니다. 저는 항상 직접 회의를 주최하고 대면으로 현장의 목소리를 경청하고자 했습니다. 이를 통해 개발자와 실제 사용자 간의 니즈의 차이를 최소화할 수 있었습니다. 5년간 쌓은 IT 역량과 현업과의 소통 역량을 통해 한국농수산식품유통공사의 든든한 일원이 되겠습니다.","[정량적 분석을 통한 효과적인 의사결정]24년 상반기 IT경영처 처장님과 팀원들간 인력 배치에 대한 이견이 있었을 때, 수치화된 보고서로 설득한 경험이 있습니다.올해 회사의 목표인 영업이익의 증가를 위해, 처장님은 현재 외주사와의 IT 유지보수 계약을 전부 해지하고, 타업무에 종사하는 내부 직원을 IT 인력으로 재배치 하는 방안을 추진했습니다. 관련 회의에서 저는 IT 인력 재배치에 따라 들어가는 교육비용, 개발PC 구입비용 등 정략적 데이터를 활용하였습니다. 또한, 적응기간 동안 발생할 리스크, 새로운 신규 직원의 업무 수행 적응 기간 등을 고려한 보고서를 통해 당장의 외주 계약 해지에 따른 이익보다 더 많은 손실을 강조하였고, 관리자들의 공감을 얻어냈습니다.결론적으로 인력 재배치 안은 올해까지 현행 유지하고, 3년간의 유예기간을 두어 다른 방안을 모색하기로 했습니다.팀내에서 이견이 발생했을 때 수치화된 데이터를 통한 설득이 가장 좋은 방법임을 깨달았습니다.","[소통의 중요성과 초기 설계 참여의 필요성]회계업무를 맡은 지 얼마 안됐을 때, 신용카드 취소 후 자동 전표 생성 프로그램을 개발하게 되었습니다. 이 과정에서 제가 없는 상태에서 전임자와 현업 담당자가 회의를 하였고, 저는 전임자가 작성한 설계안을 가지고 개발을 해야 했습니다. 전후 상황을 모른 채 진행한 탓에 프로세스를 100% 이해하지 못한 채 개발하였고, 현업 담당자에게 결과물을 보여주니 프로세스를 수정해야 한다는 피드백을 받았습니다. 프로세스가 잘못되어 추가적으로 반영해야 할 사항이 생겼고, 그로 인해 많은 시간과 노력이 소모되었습니다.이 경험을 통해 초기 설계 단계에서부터 참여하는 것이 얼마나 중요한지를 깨달았습니다. 이후 전임자에게 초반 회의부터 참여하게 해달라고 말씀드렸습니다. 이후 현업 요구 사항을 명확히 이해하고 개발 과정에서 발생할 수 있는 문제를 사전에 예방할 수 있었습니다. 이를 통해 소통의 중요성과 프로세스 이해의 필요성을 다시금 일깨워준 경험이었습니다.","[공공 IT 경험과 소통을 통한 약점 보완 노력]저는 4년 넘게 공공기관에서 다양한 프로젝트에 참여하여 폭넓은 기술 스택을 다루며 업무를 성공적으로 수행했습니다. 하지만 제 약점은 업무에 대한 초기 이해 부족입니다. 유통 및 회계 업무를 처음 맡았을 때, 해당 업무를 깊이 이해하지 못해 어려움을 겪은 적이 있었습니다. 그러나 이러한 한계를 극복하기 위해 외부교육을 통해 기본지식을 습득하고 업무 담당자들과 긴밀하게 소통하며 부족한 지식을 채워 나갔습니다. 개선사항이 주어지면, 매번 업무 담당자와 회의를 통해 현장에서 필요한 요구사항을 파악하고, 실무 과정을 이해하려 노력했습니다. 이러한 경험을 통해 새로운 업무 분야에서 빠르게 지식을 습득하고 실무에 적용할 수 있었습니다.한국농수산식품유통공사에서 이와 같은 방식으로 약점을 보완할 계획입니다. 이러한 소통과 협업을 통해 IT 시스템 개발과 운영에서 탁월한 성과를 낼 수 있을 것입니다.",2,69,34.5,15,8,8,9,40,,,6,6,8,9,29,"주어진 업무를 해결하는데 노력을 기울이는 것으로 보이며, 업무 초기 습득 시 어려움을 느낌.",
72,C1500095,경력(4급) 전산시스템(서울),직무수행능력을 키우기 위해서 항상 교육이나 배움에 있어서 두려워하지 않고 도전하는 자세로 경험을 쌓고 있습니다.학교를 졸업하고 나서 AI 기술이 발전하는 모습을 보고 과학기술정보통신부 및 정보통신기획평가원에서 진행한 교육과정을 이수하였습니다.다양한 회사 업무를 통해서 하드웨어부터 소프트웨어 개발까지 직접적으로 현장 업무를 통해서 기술을 배우고 모르는 기술은 배우기 위해서 꾸준하게 동영상 강의와 공식 문서를 활용해서 공부를 하면서 노션이라는 사이트에 꾸준하게 배운 내용을 기록하고 정리하면서 문서화 작업을 하면서 생각을 정리하는 과정을 가졌습니다.이러한 경험은 입사 후 어떤 업무를 맡아도 두려워하지 않고 빠르게 업무에 적응할 수 있게 도와줄 수 있을 거라 생각합니다.또한 그동안 문서를 작성하고 공부한 내용을 기록해왔던 경험을 통해서 제대로 업무 문서를 작성을 할 수 있을 거라고 생각합니다.,"만화 카페에 도서 검색 시스템이 들어오지 않았을 때였습니다.일하면서 책은 점점 많아지기 시작하였고 책을 관리하기가 어렵고 고객분들이 책을 찾을 때 책이 있는데도 아르바이트생들이 찾아주지 못하거나 없다고 넘어가는 경우가 빈번하게 발생했습니다.업무의 효율이 안나서 엑셀 파일로 도서 검색대를 만들자고 했지만 아르바이트 생들은 효율이 별로 나지 않을거라고 했습니다.저는 도서 검색대가 있으면 책 정리도 편리하고 업무를 완벽하게 끝내고 싶다는 생각이 들어서 솔선수범해서 먼저 만화카페에 있는 3만 권의 모든 책 사진을촬영해서 도서 검색대를 만들 준비를 하였고 어느정도 도서 검색 시스템을 만들고 나니 책을 정리하는 시간이 단축되고, 고객분들이 책을 찾을 때 빠르고 정확하게 안내해 줄 수 있어서 업무 효율이 올라갔습니다.이후 다같이 완벽하게 검색대를 만들었던 경험이 있습니다.먼저 나서서 힘든 일을 하면 같이 일하는 사람들도 도와주게 되고 긍정적인 방향으로 갈 수 있다는 것을 느꼈습니다.","문제 원인을 잘못 파악하여 해결에 어려움을 겪었던 사례는 CAD 프로그램 개발 당시 발생한 성능 저하 문제입니다.초기에는 이 문제를 단순히 코드 최적화 부족으로 인한 성능 저하로 판단했습니다.이를 해결하기 위해 코드의 일부를 최적화하고 메모리 사용을 줄이는 방향으로 접근했습니다.그러나 성능 저하 문제는 여전히 해결되지 않았고, 오히려 코드 최적화 과정에서 복잡성이 증가하여 디버깅이 더욱 어려워졌습니다.이후 여러 가지 테스트와 분석을 통해 문제의 원인이 사용 중인 외부 라이브러리의 버전이 호환되지 않아는 이슈 때문이라는 사실을 파악했습니다.원인을 올바르게 파악한 후, 문제를 해결하기 위해 해당 라이브러리를 교체하고, 호환성 테스트를 통해 성능을 안정적으로 유지할 수 있도록 조치했습니다.이후 프로그램의 성능이 정상적으로 돌아왔습니다.이 경험을 통해 문제를 해결할 때 겉으로 드러나는 증상만을 보고 판단하는 것의 위험성을 깨닫게 되었고, 원인 분석의 중요성을 배웠습니다.","저는 한국농수산식품유통공사의 인재상 중 ‘도전인’의 부분이 현재 저에게 가장 부족하다고 생각합니다.저는 그동안 주로 안정적인 환경에서 업무를 수행하며, 기존에 정해진 틀 안에서 목표를 달성하는 데 중점을 두어 왔습니다. 프로젝트를 하면서 실수나 위험을 최소화하는 것이 중요한 가치였으며, 이로 인해 새로운 도전을 통해 리스크를 감수하는 경험이 제한적이었습니다.하지만 이러한 점을 인식하고 최근에는 새로운 도전을 통해 성장하고자 노력하고 있습니다. 앞으로는 이러한 경험을 바탕으로 도전정신을 강화하기 위해 새로운 기술이나 프로젝트에 더욱 적극적으로 참여할 계획입니다.한국농수산식품유통공사의 수급안정, 유통개선 등 주요사업에 최신기술의 융합을 필요로 하는 분야에서 다양한 아이디어와 해결 방안을 제안 할 수 있을거라고 생각합니다.이를 통해 국민의 안정적인 먹거리 확보와 삶의 질 향상에 기여 하고 지속적인 성장을 이루어갈 수 있는 ‘도전인’이 될 수 있을거라 생각합니다.",2,59,29.5,9,6,8,9,32,,,9,6,6,6,27,다양한 연구 개발에 경험은 있으나 근무 기간이 짧아 해당 부서의 업무 습득 능력을 판단하긴 어려움,
73,C1500113,경력(4급) 전산시스템(서울),"상부상조하자일을 하다보면 자신의 업무가 아닌 다른 업체의 업무를 대신해주거나 지원하는 일이 있습니다. 여기서 딱 잘라서 안 된다고 말씀드릴 수 있지만 하는 이유는 추후 업무를 보다가 막하는 일이 생깁니다. 그때 다른 업체 분께 물어보면 바로 해결되는 일이 있습니다. 나 자신만 생각하면 쉽게 갈 수 있는 일도 어렵게 갈 수 있습니다.실제로 최근 다른 업체 분께서 개발 관련으로 문의를 주셔서 해당 자료를 조사하여 안내해 드린 적이 있습니다. 그 이후에 아이피 입력 시 http를 https로 전환할 수 있는 방법을 문의드렸는데 챗봇을 사용하여 자세한 사용방법을 메일을 보내주신 적이 있습니다. 이를 통해 오고 가는 정을 배웠습니다.공사에 입사 후에 해당 직무수행능력을 높이기 위해 다른 사람의 업무를 도와주면서 업무를 배워나갈 예정입니다. 이는 제가 빠르게 업무에 적응할 수 있는 발판이 될 것이고, 부서에 도움이 될 것이라고 생각합니다.",업무 시간에서는 사적인 감정을 가지지 말자첫 직장에서 주변 사람들이 걱정할 정도로 사수와 거의 매일 싸웠습니다. 요청사항으로 기능을 수정하게 되면 이 오류 해결방식에 대해 서로 의견이 다르기 때문입니다.서로 자신의 주장을 굳히지 않기 때문에 언성이 높이면서 말을 주고받았습니다. 사수 의견이 1순위이고 경험 부족하기 때문에 사수 의견을 따르지만 무조건 안 된다는 말에 마음이 좀 상했습니다.이 일이 계속 발생하니 원래 사이가 좋았는데 감정이 나빠지기 시작했습니다. 이제 무슨 말을 하든 사수 말에 무조건 반박하고 싶어 졌습니다.이 문제를 해결하기 위해 사수와 둘이서 커피를 마시면서 이야기를 했습니다. 무조건 안 된다는 것은 제삼자가 개입하여 제 기를 죽이려고 한 작업이라는 것을 알게 되었습니다.그 이후에 사수한테 악감정이 안 생겨 편하게 의견을 내고 사수 의견을 따르는 쪽이 되었습니다.업무에 사적인 감정이 들어가면 서로가 피곤하고 원활하게 돌아가지 않는 걸 알게 되었습니다.,"고생 끝에 낙이 온다어떤 홈페이지를 8월부터 유지보수 담당하였습니다.암호화 없는 엑셀 파일을 다운로드할 경우 문제없이 다운로드가 되는데 암호화 엑셀 파일만 문제 되는 상황이어서 원인을 알 수 없었습니다. 원인은 보안 문제로 톰캣을 root계정인 아닌 일반 계정으로 재기동하다 보니 Apache POI API의 임시 폴더 권한 문제였습니다.이 문제의 원인은 권한이어서 해당 파일/폴더의 소유자만 변경하면 해결할 수 있을 거라고 생각했지만 해결되지 않아 다른 방법으로 작업하기 시작했습니다.Apache POI API 버전 업그레이드, 다른 방법으로 수정, 다른 직원 의견 듣기 등 오류를 해결하려고 노력하였습니다.해결되지 않는 기간이 길어질수록 업체 담당자에게 한소리 듣고 사죄하기, 다른 사이트 요청사항 처리, 맡고 있는 프로젝트 마무리 작업하기 등 일은 늘어나고 줄어들지 않는 힘든 시기였지만 결국 Apache POI API의 임시 폴더 소유자 변경을 통해 해결할 수 있습니다.",도전인이 되자최근 보안 감사로 홈페이지 보안 조치 진행하였습니다. 잘 돌아가는 홈페이지를 중지하고 서비스를 재기동해야 하는 상황이라 리눅스 history 명령어로 이전에 작업한 명령어 기록이 남아있는 걸 참고하여 작업합니다. 그중 1년 넘게 재기동한 적이 없는 시스템이 있습니다. 그런 경우 명령어 실행 시 오류가 발생하는 경우가 있습니다. 바로 해결이 가능하면 좋지만 운영 중인 시스템이 몇 분가량 중지되어 있으니까 심장이 엄청 뛰고 손발이 떨려서 오류 원인 찾아서 처리할 수 있는 일도 버벅거리면서 처리 못하는 경우가 있습니다.이를 개선하기 위해 작업한 내용을 정리해서 기록하는 습관을 가질 것입니다. 이는 추후 이와 비슷한 요청이 있을 경우 우왕좌왕하지 않고 바로 처리가 가능하여 부담감을 줄어들어 손발이 떨거나 당황하는 일이 없어질 것입니다. 이 과정을 통해 긍정적인 사고와 전문성을 갖추게 되어 공사에 기여할 수 인재로 성장하고자 합니다.,2,47,23.5,6,4,6,6,22,,,9,4,6,6,25,업무 능력은 준수한 수준으로 보이나 해당 질문에 정확한 답변을 기대하긴 어려움,
74,C1500143,경력(4급) 전산시스템(서울),[다양한 경험으로 얻은 다양한 관점]정보보안 기업에서 근무하며 서버/네트워크/DB/OS에서 발생되는 로그에 대한 폭넓은 지식과 이러한 로그들을 활용하여 분석을 수행할 수 있는 로그 분석 기술을 쌓았다는 강점이 있습니다. 또한 이러한 지식과 기술을 활용하여 정부 및 공공기관에서 통합로그관리 솔루션과 빅데이터 분석 플랫폼을 이용한 보안감사를 수행한 경험이 있습니다. 감사를 수행하며 보안장비 관리자페이지에 접속한 접속 이력을 보고서로 만든 경험과 보안장비에서 발생되는 로그들을 활용한 대시보드를 제작하여 보안위협에 대한 신속하고 정확한 탐지를 하는데 많은 부분 기여하였고 이와는 별개로 정보시스템에서 발생되는 인프라 취약점 진단 및 조치를 수행 후 감소 시키는데 기여한 경험도 있습니다. 이러한 과정을 통해 보안감사에서 좋은 평가를 받아 많은 담당자들에게 인정을 받았습니다. 또한 입사 후 혁신적인 공공기관으로 발돋움할 수 있게 역량을 발휘하여 많은 도움이 되려고 노력할 것입니다.,"[항상 기록하고 메모하는 습관의 중요성]정보보안 기업 근무 당시 팀원과 공공기관 통합로그관리 솔루션 유지보수를 진행하였는데 담당자께서 IP관리를 위해 대상장비 IP 변경 작업을 하기로 하였습니다. 더불어 대상장비 정보도 많이 변경되었고 새로 연동해야하는 장비도 있어 많은 갈등을 겪었습니다.그래서 많은 고민을 했습니다. 이런 상황이 생긴 이유가 제가 평소 문서화 시키지 않아 발생된 것으로 생각되어 문서 작업을 진행하기로 하였습니다. 이를 위해 현재 구축되어 있는 환경 분석을 진행한 후 엑셀에 대상 장비명, IP, 운영체제 종류, 솔루션 역할, 변경된 장비 리스트 등을 정리하며 작업을 진행하였습니다. 그 결과 원하는 환경으로 성공적으로 변경 및 구축을 하게 되었습니다. 퇴사 시 인수인계 때에도 이와 같은 방법을 통하여 인수인계를 하였습니다. 이 경험을 통하여 저는 팀원 간의 협력과 의사소통, 기록하는 습관의 중요성을 깨달았습니다.",[Change Makes chance]공공기관에서 보안감사를 위해 팀원과 주요 정보시스템 취약점 점검 및 조치를 수행하였습니다. 취약점 점검을 하며 수동으로 매번 명령어를 입력하고 환경설정 하는 것은 많은 어려움을 겪었습니다. 그래서 취약점 점검 자동 스크립트를 제작하기로 했습니다. 정해진 시간안에 업무를 끝내기 위해 급하게 처리가 필요한 업무는 팀원에게 부탁하여 해결하였습니다.저는 그 시간을 활용하여 KISA에서 제공하고 있는 주요 정보통신기반시설 취약점 분석 상세가이드를 활용해서 리눅스 기반 스크립트를 기간안에 제작하였습니다. 제작 후 취약점 점검 대상서버에 적용을 하며 부족한 부분을 수정하였고 자동 스크립트를 실행하고 나온 결과로 팀원과 함께 취약점 조치를 하였습니다.비록 작은 부분이지만 수동으로 하던 작업을 자동으로 변경하여 빠른 시간안에 마칠수 있었습니다. 이런 작은 변화가 업무에 얼마나 영향을 미치는지 알 수 있는 계기가 되었습니다.,"[ISMS-P 인증 취득!]현재 저는 전문성이 많이 부족하다고 생각합니다. 그러므로 추후에는 ISMS-P 인증 취득을 준비해야 한다고 생각하며, 인증 취득을 위해 ISMS-P 인증 심사원 자격증 공부를 하며 도움이 되도록 노력할 것 입니다. 그리고 한국농수산식품유통공사에서 운용하고 있는 전산시스템(업무시스템, 홈페이지, 전산장비 등)을 사용하는데 있어 익숙해질수 있도록 많은 노력을 할 것이며, 기업에서 근무하였던 경험을 살려 서버/네트워크/DB/보안솔루션 취약점 점검 및 조치를 수행하도록 하겠습니다.또한 기관의 발전을 위해 끊임 없는 보안 사고 대응 프로세스 수립과 외부 침해 및 내부 정보 유출 위험에 대한 예방 및 탐지 업무 등 다양한 정책 프로세스를 강구하여 조직의 보안 역량 강화를 위해 노력할 것입니다. 입사 후 이러한 직무수행 목표를 가지고 있습니다.",2,61,30.5,9,6,6,9,30,,,6,8,8,9,31,직업 기초 능력은 다소 미흡해 보이나 해결 능력은 우수하다 사료됨,
75,C1500150,경력(4급) 전산시스템(서울),"저는 시스템 운영 업무를 담당하며 네트워크 지식 부족으로 장애 발생 시 문제 해결에 어려움을 겪었습니다. 이를 극복하기 위해 퇴근 후 네트워크 학원에 다니며 전문성을 높였습니다.퇴근 후 3시간의 교육은 쉽지 않았지만 네트워크에 대한 이해가 쌓여가며 성취감을 느꼈고, 이를 통해 실제 업무에서 사용되는 기술을 습득하고, 문제 해결 능력을 키울 수 있었습니다.직무수행 능력을 다음과 같이 적용하겠습니다.- 시스템 모니터링 및 장애 대응 : 전산업무를 수행하면서 서버, 네트워크 등의 시스템 모니터링을 통해 시스템 상태를 파악하고, 사전 점검으로 장애 발생을 최소화하고, 장애 발생 시 빠르게 대응해 안정적인 서비스를 제공하겠습니다.- 사용자들의 요구사항을 파악하고 요구사항 분석 등을 수행하여 사용자 만족 향상에 기여하겠습니다.- IT 기술이 빠르게 발전하고 있는 만큼 퇴근 후 시간을 이용해 부족한 부분을 보완하고, 새로운 기술을 습득하여 지속적으로 서비스를 개선하겠습니다.","이전에 정보보안 감사 준비를 하면서 팀원과 의견 충돌로 인한 갈등을 경험한 적이 있습니다. 저는 증빙자료 폴더와 함께 중요 내용을 캡쳐하여 한글문서로 보기 쉽게 한 번 더 작업을 하고자 했습니다. 반면 다른 팀원은 시간이 오래 걸린다며 폴더만 정리한다고 이야기했습니다. 먼저 팀원의 이야기를 들어보고, 한글문서 작업이 왜 추가로 필요한 지에 대해서 설명해 주었습니다. 그 후 업무 효율성을 위해 꼭 필요한 내용만 문서로 정리하기로 합의했습니다. 이러한 합의를 통해 무사히 감사를 마쳤으며 좋은 성적을 거둘 수 있었습니다.이 경험을 통해 의견 충돌과 갈등을 해결하는 데는 상대방의 의견을 경청하고, 서로의 의견을 존중하며, 합의점을 찾는 것이 중요하다는 것을 배웠습니다. 앞으로도 이러한 경험을 바탕으로 타인과 의견이 다를 때는 대화와 협력을 통해 갈등을 해결해 나갈 것입니다.","전 근무처에서 망 분리 사업을 마친 후 한글 프로그램 사용 시 복사 및 붙여넣기 오류가 발생했었습니다. 처음에는 사용자의 조작 실수로 여기고 재부팅을 통해 문제를 해결하려 했지만, 시간이 지날수록 더 많은 사용자들이 같은 문제를 호소했습니다. 이에 제조사와 구축 사업자와의 협력을 통해 마스터 이미지를 새로 만들어 테스트를 진행했지만 문제는 해결되지 않았습니다. 내부망의 네트워크 환경이 문제일 수 있다는 의심이 들어 외부망에서 테스트용 VDI를 일주일간 운영해 본 결과, 오류가 발생하지 않았습니다. 이를 통해 내부망의 소프트웨어 업데이트가 문제의 원인임을 파악하고 수동으로 업데이트를 진행한 결과, 문제를 해결할 수 있었습니다. 이 경험을 통해 문제의 원인을 정확히 파악하는 것의 중요성과 다양한 해결 방법을 시도하는 것의 필요성을 깨달았습니다. 앞으로도 문제가 발생할 경우, 정확한 원인 파악과 적절한 해결책을 찾아 문제를 해결할 수 있도록 노력하겠습니다.","저는 전산 업무를 수행하면서 항상 최신 기술 동향을 파악하고, 이를 실무에 적용하기 위해 노력해왔습니다. 하지만 최근 정보 시스템 리뉴얼 및 고도화 사업을 추진하면서 개발에 관련된 지식과 경험이 부족하다는 것을 느꼈습니다. 이를 극복하기 위해 현재 개발 관련 온라인 강의를 수강하고 있으며, 소프트웨어 관련 기술 교육에도 적극적으로 참여하고 있습니다.이러한 노력을 통해 전산 업무에 대한 전문성을 더욱 강화하고, 공사의 발전에 기여할 수 있는 인재로 성장하겠습니다.",2,71,35.5,12,6,8,9,35,,,12,6,6,12,36,다양한 경험을 바탕으로 문제 해결에는 문제가 없을것이라 사료됨,
